Company,Item,Category,Calories,"Calories from
Fat",Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g),"Weight Watchers
Pnts"
Burger King,"CROISSAN’WICH Ham, Egg & Cheese",Food,370,170,19,8,0,175,1030,30,1,5,17,366
McDonald’s,Angus Deluxe,Food,750,350,39,16,2,135,1700,61,4,10,40,736
McDonald’s,Filet-O-Fish,Food,380,170,18,3.5,0,40,640,38,2,5,15,373.5
Wendy’s,Jr. Bacon Cheeseburger,Food,380,,22,8,1,65,680,25,1,5,19,374
Burger King,Onion Rings – value,Food,150,70,8,1.5,0,0,400,19,1,2,1,153
Wendy’s,Sour Cream and Chive Baked Potato,Food,310,,2.5,2.5,0,10,35,63,7,4,8,309
Wendy’s,Artisan Egg Sandwich with Bacon,Food,320,,17,8,0,245,750,25,1,4,18,314
McDonald’s,English Muffin,Food,160,30,3,0.5,0,0,280,27,2,2,5,157.5
McDonald’s,"Bacon, Egg & Cheese Bagel",Food,560,240,27,9,0.5,260,1300,56,3,7,24,552
McDonald’s,Double Quarter Pounder with Cheese,Food,740,380,42,19,2.5,155,1380,40,3,9,48,720
Burger King,Double Quarter Pound King Sandwich,Food,900,480,54,25,3,210,1740,50,2,11,56,880
Burger King,Double Whopper Sandwich,Food,900,520,58,20,3,175,1050,49,2,11,48,883
Wendy’s,Crispy Chicken Sandwich,Food,330,,16,3,0,30,600,33,2,4,14,323
Burger King,Onion Rings – small,Food,320,150,16,3,0,0,840,41,3,4,3,324
McDonald’s,Honey Mustard Snack Wrap (Crispy),Food,330,140,16,4.5,0,30,780,34,1,4,14,324.5
McDonald’s,Chipotle BBQ Snack Wrap (Crispy),Food,330,140,15,4.5,0,30,810,35,1,4,14,324.5
Wendy’s,Spicy Chicken Sandwich,Food,510,,20,3.5,0,65,1030,54,4,6,29,491
Wendy’s,Homestyle Chicken Sandwich,Food,510,,22,4,0,70,1150,51,3,6,28,492
Wendy’s,Crispy Chicken BLT,Food,420,,23,6,0,50,950,35,2,5,20,411
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",Food,600,,41,11,0,135,1220,18,7,7,42,576
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,Food,410,,24,13,0,235,970,34,1,5,15,413
Burger King,Crispy Chicken Sandwich,Food,670,370,41,7,0,60,1080,54,2,8,23,662
Burger King,Buffalo Dipping Sauce (1 oz),Sauce,80,70,8,1.5,0,5,360,2,0,1,0,83
Burger King,Onion Rings – medium,Food,410,190,21,3.5,0,0,1080,53,4,5,4,415
Wendy’s,Grilled Asiago Ranch Club,Food,530,,23,7,0,120,1220,36,3,6,43,500
Wendy’s,Sausage and Gravy Biscuit,Food,490,,29,14,0,20,1400,49,2,6,8,502
Burger King,CROISSAN’WICH Egg & Cheese,Food,340,170,18,8,0,160,610,29,1,4,12,340
Wendy’s,Cheese Baked Potato,Food,430,,13,7,0,30,560,65,7,5,14,428
Wendy’s,Grilled Chicken Wrap,Food,270,,10,3.5,0,55,640,24,2,3,20,257
Wendy’s,Kids Grilled Chicken Wrap,Food,270,,10,3.5,0,55,640,24,2,3,20,257
Burger King,Spicy Crispy Chicken Sandwich,Food,700,370,42,7,0,65,1140,57,3,8,25,690
Wendy’s,Biggie Breakfast Sandwich,Food,610,,40,15,0,290,1400,37,2,7,27,605
Burger King,Double Whopper Sandwich with Cheese,Food,980,580,64,24,3,195,1410,50,2,11,52,963
Wendy’s,Son of Baconator,Food,630,,39,15,1.5,125,1280,37,2,7,34,618
Wendy’s,Plain Baked Potato,Food,270,,0,0,0,0,25,61,7,3,7,266
Burger King,Crispy Chicken Jr.,Food,450,270,30,5,0,30,780,34,2,5,12,448
Wendy’s,Homestyle Asiago Ranch Chicken Club,Food,660,,34,9,0,100,1650,52,3,7,38,638
Burger King,"CROISSAN’WICH Bacon, Egg & Cheese",Food,370,190,21,9,0,170,760,30,1,4,14,369
McDonald’s,"Steak, Egg & Cheese Bagel",Food,660,300,33,12,1,300,1580,56,3,7,33,646
Burger King,Double Stacker King,Food,1050,610,68,28,3.5,235,1870,49,1,11,61,1028
McDonald’s,Angus Mushroom & Swiss,Food,770,360,40,17,2,135,1170,59,4,8,44,751
McDonald’s,Angus Bacon & Cheese Snack Wrap,Food,390,190,21,9,1,75,1080,28,1,4,21,382
McDonald’s,Egg McMuffin,Food,300,110,12,5,0,260,820,30,2,3,18,290
McDonald’s,Newman’s Own Creamy Caesar Dressing,Food,190,170,18,3.5,0,20,500,4,0,2,2,193.5
KFC,Chicken Littles,Food,300,,15,2.5,0,30,620,27,1,3,14,291.5
Wendy’s,Sausage Biscuit,Food,480,,33,15,0,50,1010,35,1,5,12,488
Wendy’s,Two Sausage Biscuits,Food,960,,65,31,0,95,2020,70,3,10,23,978
Wendy’s,Dave’s Double,Food,810,,51,20,3,175,1280,41,3,8,49,789
Burger King,Bacon & Cheese Crispy Chicken Sandwich,Food,800,460,52,13,1,95,1650,55,2,8,30,791
Wendy’s,Fresh Baked Biscuit with Natural Sausage,Food,590,,41,19,0,270,1270,36,1,6,20,595
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",Food,410,,23,6,0.5,75,930,30,5,4,23,397
KFC,Spicy Chicken Sandwich,Food,620,,33,4,0,85,2140,49,1,6,34,596
Burger King,Triple Whopper Sandwich,Food,1130,680,75,28,4,255,1120,49,2,11,67,1102
KFC,Chicken Littles – Buffalo,Food,310,,17,2.5,0,30,790,27,1,3,14,301.5
KFC,Potato Salad (Family),Food,1200,,98,16,0,80,1010,65,8,12,8,1220
KFC,Classic Chicken Sandwich,Food,650,,35,4.5,0,90,1260,49,1,6,34,626.5
Burger King,Club Salad with Crispy Chicken – no dressing,Food,540,300,33,10,0,95,1380,31,3,5,31,524
KFC,Crispy Colonel’s Sandwich – Nashville Hot,Food,540,,32,4.5,0,60,1290,40,<1,5,24,525.5
Burger King,Cheddar Bacon King Sandwich,Food,1190,750,84,33,3.5,235,1930,50,2,11,64,1170
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,Food,440,220,25,7,0,75,930,31,3,4,25,426
Wendy’s,Spicy Asiago Ranch Club,Food,670,,32,9,0,100,1530,55,4,6,38,647
Wendy’s,Bacon Cheese Baked Potato,Food,440,,14,6,0,35,550,64,7,4,17,433
McDonald’s,Mac Snack Wrap,Food,330,170,19,7,1,45,690,26,1,3,15,325
Burger King,Triple Whopper Sandwich with Cheese,Food,1220,740,82,32,4.5,280,1470,50,2,11,71,1192
KFC,Chicken Littles – Nashville Hot,Food,340,,19,3,0,30,680,27,1,3,14,332
Burger King,Bacon King Sandwich,Food,1150,710,79,31,3.5,240,2150,49,2,10,61,1130
KFC,Crispy Colonel’s Sandwich,Food,470,,24,3.5,0,60,1170,39,<1,4,24,453.5
Burger King,Double CROISSAN’WICH with Ham & Sausage,Food,580,340,38,16,0.5,220,1530,31,1,5,27,574
KFC,Potato Salad,Food,340,,28,4.5,0,25,290,19,2,3,2,345.5
Wendy’s,Baconator,Food,950,,62,24,3,205,1630,40,2,8,59,923
Burger King,Double CROISSAN’WICH with Sausage & Bacon,Food,580,340,40,16,0.5,215,1260,31,1,5,23,578
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",Food,720,,42,12,1,150,1680,44,8,6,42,696
McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),Food,470,220,24,9,0,30,1290,46,3,4,17,466
Wendy’s,Dave’s Triple,Food,1090,,72,30,4,260,1650,43,3,9,71,1058
Wendy’s,Artisan Egg Sandwich with Sausage,Food,480,,33,13,0,275,980,27,1,4,21,476
McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",Food,480,240,27,12,0,235,1270,43,3,4,15,481
Burger King,Fully Loaded CROISSAN’WICH,Food,610,360,40,17,0.5,225,1680,31,1,5,28,604
KFC,Crispy Colonel’s Sandwich – Buffalo,Food,500,,27,4,0,60,1500,39,<1,4,24,484
Wendy’s,Chili Cheese Fries,Food,500,,25,8,0.5,35,710,53,6,4,16,496
Burger King,"CROISSAN’WICH Sausage, Egg & Cheese",Food,500,300,33,13,0,195,930,30,1,4,19,498
Burger King,Original Chicken Sandwich,Food,660,360,40,7,0,75,1170,48,2,5,28,644
McDonald’s,Ranch Snack Wrap (Grilled),Food,270,90,10,4,0,45,830,26,1,2,18,258
Burger King,Ken’s Ranch Dressing,Sauce,260,250,28,4,0,10,240,2,0,2,1,265
KFC,KFC Creamy Parmesan Caesar Dressing,Food,260,,26,5,0,15,540,4,0,2,2,265
Burger King,"Ham, Egg, & Cheese Biscuit",Food,400,210,24,12,0,175,1550,29,1,3,17,398
KFC,Ranch – Dipping Sauce Cup,Food,130,,14,2.5,0,10,240,2,0,1,0,133.5
McDonald’s,Angus Deluxe Snack Wrap,Food,410,220,25,10,1.5,75,990,27,2,3,20,403
Burger King,"Bacon, Egg & Cheese Biscuit",Food,400,230,26,13,0,170,1270,29,1,3,13,403
McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),Food,410,180,20,8,0,30,1180,41,2,3,17,404
McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",Food,420,210,23,12,0,235,1160,37,2,3,15,420
Burger King,Double CROISSAN’WICH with Sausage,Food,710,470,52,20,0.5,240,1420,31,1,5,29,706
Wendy’s,Two Sausage and Egg Burritos,Food,720,,41,16,0,420,1830,59,2,5,34,707
Burger King,Ranch Dipping Sauce (1 oz),Sauce,140,140,15,2.5,0,10,85,1,0,1,1,143
KFC,Chicken Pot Pie,Food,720,,41,25,0,80,1750,60,7,5,26,724
McDonald’s,Sausage Burrito,Food,300,140,16,7,0,115,830,26,1,2,12,297
McDonald’s,McSkillet™ Burrito with Sausage,Food,610,320,36,14,0.5,410,1390,44,3,4,27,601
Burger King,Fully Loaded Biscuit,Food,640,400,45,20,0,225,2190,31,1,4,28,636
McDonald’s,Sausage Biscuit (Large Size Biscuit),Food,480,280,31,13,0,30,1190,39,3,3,11,485
KFC,Heinz Buttermilk Dressing,Sauce,160,,17,2,0,10,220,1,0,1,0,163
McDonald’s,Ranch Snack Wrap (Crispy),Food,340,150,17,4.5,0,30,810,33,1,2,14,332.5
Burger King,Crispy Taco,Food,170,80,9,3,0,10,410,19,2,1,5,169
McDonald’s,Creamy Ranch Sauce,Sauce,170,160,18,3,0,10,270,2,0,1,0,174
Wendy’s,Sausage and Egg Burrito,Food,360,,20,8,0,210,920,29,1,2,17,353
Burger King,"Sausage, Egg, & Cheese Biscuit",Food,530,340,38,17,0,195,1440,29,1,3,19,531
Wendy’s,Spicy Chicken Wrap,Food,370,,20,5,0,50,850,30,2,2,18,359
KFC,Biscuit,Food,180,,8,4.5,0,0,520,22,1,1,4,181.5
Burger King,Breakfast Burrito Jr.,Food,370,210,23,8,0,150,930,27,3,2,15,365
McDonald’s,Sausage McMuffin,Food,370,200,22,8,0,45,850,29,2,2,14,366
McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),Food,570,330,37,15,0,250,1280,42,3,3,18,570
Burger King,EGG-NORMOUS BURRITOΡ,Food,780,380,42,15,0,355,1960,68,3,4,32,767
KFC,Crispy Twister,Food,630,,34,7,0,70,1260,53,4,3,28,612
Burger King,Sausage Biscuit,Food,420,250,28,6,0,35,1050,28,1,2,12,416
McDonald’s,Angus Mushroom & Swiss Snack Wrap,Food,430,230,26,10,1.5,75,730,27,2,2,22,420
Wendy’s,Sausage Breakfast Bowl,Food,640,,42,14,0,270,1540,46,4,3,21,636
Burger King,French Fries – large,Food,430,160,18,2.5,0,0,410,66,7,2,5,430
McDonald’s,Sausage Biscuit (Regular Size Biscuit),Food,430,240,27,12,0,30,1080,34,2,2,11,433
McDonald’s,Sausage McMuffin with Egg,Food,450,250,27,10,0,285,920,30,2,2,21,441
Burger King,French Fries – value (unsalted),Food,220,80,9,1.5,0,0,210,34,3,1,2,221
Wendy’s,Gravy and Sausage Bowl,Food,450,,22,6,0,220,1260,50,4,2,12,446
Wendy’s,Baconator Fries,Food,490,,28,9,0,35,550,45,4,2,14,487
McDonald’s,Big Breakfast (Regular Size Biscuit),Food,740,430,48,17,0,555,1560,51,3,3,28,732
Wendy’s,"Seasoned Home-Style Potatoes, Medium",Food,250,,9,1.5,0,0,750,39,4,1,4,249
Wendy’s,Bacon Breakfast Bowl,Food,510,,28,9,0,245,1390,44,4,2,19,502
McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),Food,510,290,33,14,0,250,1170,36,2,2,18,508
KFC,KFC Famous Bowl – Snack Size,Food,270,,14,3.5,0,20,850,27,2,1,11,263.5
McDonald’s,Big Breakfast (Large Size Biscuit),Food,800,470,52,18,0,555,1680,56,4,3,28,793
Burger King,Chicken Fries – 9 pc.,Food,280,150,17,2.5,0,35,850,20,1,1,13,271
KFC,Chicken Whole Wing,Food,290,,25,4,0,45,520,6,1,1,10,285
Burger King,French Fries – small,Food,320,120,13,2,0,0,300,49,5,1,4,319
Wendy’s,"Seasoned Home-Style Potatoes, Large",Food,360,,13,2.5,0,0,1080,57,6,1,5,359
KFC,KFC Famous Bowl,Food,740,,35,6,0,45,2350,81,6,2,26,722
Burger King,French Fries – medium,Food,380,140,16,2,0,0,360,58,6,1,4,379
KFC,Thigh,Food,390,,32,6,0,65,900,12,2,1,13,384
Wendy’s,4 Piece Chicken Tenders,Food,430,,21,3.5,0,100,1350,29,0,1,32,403
KFC,Chicken Thigh,Food,500,,40,7,0,100,970,11,1,1,22,486
KFC,Breast,Food,540,,40,7,0,100,1390,14,2,1,31,517
Burger King,Spicy Chicken Nuggets- 10 pc,Food,530,330,37,7,0,55,1420,28,4,1,20,518
KFC,Mashed Potatoes With Gravy (Family),Food,590,,21,5,0,0,2590,88,6,1,12,584
Wendy’s,6 Piece Chicken Tenders,Food,650,,32,5,0,150,2020,43,0,1,48,608
KFC,Chicken Breast,Food,770,,60,10,0,105,1530,21,1,1,35,746
Burger King,Chicken Nuggets- 20pc,Food,860,490,54,9,0,115,1570,53,3,1,39,831
Burger King,Spicy Chicken Nuggets- 20 pc,Food,1050,670,74,15,0,110,2840,56,9,1,40,1026
McDonald’s,Small French Fries,Food,230,100,11,1.5,0,0,160,29,3,0,3,228.5
McDonald’s,Medium French Fries,Food,380,170,19,2.5,0,0,270,48,5,0,4,378.5
McDonald’s,Large French Fries,Food,500,220,25,3.5,0,0,350,63,6,0,6,497.5
McDonald’s,Chicken McNuggets (4 piece),Food,190,110,12,2,0,25,360,12,1,0,9,183
McDonald’s,Chicken McNuggets (6 piece),Food,280,160,18,3,0,40,540,18,1,0,13,270
McDonald’s,Chicken McNuggets (10 piece),Food,470,270,30,5,0,65,900,30,2,0,22,453
McDonald’s,Chicken Selects Premium Breast Strips (3 pc),Food,400,210,24,3.5,0,50,1010,23,0,0,23,380.5
McDonald’s,Chicken Selects Premium Breast Strips (5 pc),Food,660,360,40,6,0,85,1680,39,0,0,38,628
McDonald’s,Spicy Buffalo Sauce,Sauce,60,50,6,1,0,0,800,1,1,0,0,61
McDonald’s,Butter Garlic Croutons,Food,60,15,1.5,0,0,0,140,10,1,0,2,58
McDonald’s,Whipped Margarine (1 pat),Food,40,40,4.5,1.5,0,0,55,0,0,0,0,41.5
McDonald’s,Hash Brown,Food,150,80,9,1.5,0,0,310,15,2,0,1,150.5
McDonald’s,Peanuts (for Sundaes),Food,45,30,3.5,0.5,0,0,0,2,1,0,2,43.5
Burger King,Chicken Nuggets- 4pc,Food,170,100,11,1.5,0,25,310,11,1,0,8,164
Burger King,Chicken Nuggets- 6pc,Food,260,150,16,2.5,0,35,470,16,1,0,12,251
Burger King,Chicken Nuggets- 10pc,Food,430,240,27,4.5,0,55,780,27,2,0,20,415
Burger King,Spicy Chicken Nuggets- 4pc,Food,210,130,15,3,0,20,570,11,2,0,8,205
Burger King,Spicy Chicken Nuggets- 6pc,Food,320,200,22,4.5,0,35,850,17,3,0,12,313
Burger King,Chicken Nuggets- 4pc,Food,170,100,11,1.5,0,25,310,11,1,0,8,164
Burger King,Chicken Nuggets- 6pc,Food,260,150,16,2.5,0,35,470,16,1,0,12,251
Burger King,Hash Browns – small,Food,250,150,16,3.5,0,0,580,24,3,0,2,252
Burger King,Hash Browns – medium,Food,500,290,33,7,0,0,1140,48,7,0,4,503
Burger King,Hash Browns – large,Food,670,390,44,9,0,0,1530,65,9,0,5,674
Burger King,American Cheese (slice),Food,40,30,3.5,2,0,10,180,1,0,0,2,40
Burger King,Mayonnaise (Packet),Sauce,80,80,9,0.5,0,10,75,1,0,0,0,81
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),Sauce,150,140,15,2.5,0,20,240,3,0,0,0,153
Wendy’s,3 Piece Chicken Tenders,Food,330,,16,2.5,0,75,1010,22,0,0,24,309
Wendy’s,4 Piece Chicken Nuggets,Food,170,,11,2,0,35,340,10,0,0,9,163
Wendy’s,6 Picece Chicken Nuggets,Food,250,,16,3.5,0,50,510,14,1,0,13,241
Wendy’s,10 Piece Chicken Nuggets,Food,420,,27,5,0,80,850,24,1,0,22,403
Wendy’s,"Natural-Cut Fries, Junior",Food,230,,10,2,0,0,15,30,3,0,3,229
Wendy’s,"Natural-Cut Fries, Large",Food,530,,24,4.5,0,0,520,70,6,0,7,528
Wendy’s,"Natural-Cut Fries, Medium",Food,420,,19,3.5,0,0,420,56,5,0,6,418
Wendy’s,"Natural-Cut Fries, Small",Food,320,,15,2.5,0,0,320,43,4,0,5,318
Wendy’s,"Brewed Unsweetened Iced Tea, Large",Drink,5,,0,0,0,0,25,2,0,0,0,5
Wendy’s,"Minute Maid Light Lemonade, Large",Drink,15,,0,0,0,0,10,2,0,0,0,15
Wendy’s,"Minute Maid Light Lemonade, Medium",Drink,10,,0,0,0,0,10,1,0,0,0,10
Wendy’s,"Minute Maid Light Lemonade, Small",Drink,5,,0,0,0,0,5,1,0,0,0,5
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",Drink,100,,8,5,0,25,45,14,0,0,3,102
Wendy’s,"Skinny Vanilla Iced Coffee, Small",Drink,70,,5,3.5,0,15,30,6,0,0,2,72
Wendy’s,Kids 2 Piece Chicken Tenders,Food,200,,10,1.5,0,45,620,13,0,0,15,187
Wendy’s,Kids 4 Piece Chicken Nuggets,Food,170,,11,2,0,35,340,10,0,0,9,163
Wendy’s,"Seasoned Home-Style Potatoes, Small",Food,230,,8,1.5,0,0,680,35,4,0,3,229
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,Food,390,,21,4,0,120,1190,11,2,0,39,355
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,Food,130,,8,1.5,0,55,430,4,1,0,12,119.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,Food,280,,19,4.5,0,100,910,8,1,0,19,265.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,Food,130,,8,2,0,55,380,3,0,0,10,122
KFC,Chicken Drumstick,Food,250,,21,3.5,0,50,530,6,1,0,11,242.5
KFC,Breast,Food,260,,12,3,0,130,790,1,0,0,38,225
KFC,Drumstick,Food,100,,6,1.5,0,55,260,0,0,0,11,90.5
KFC,Thigh,Food,180,,12,3.5,0,90,470,0,0,0,17,166.5
KFC,Whole Wing,Food,90,,6,1.5,0,45,210,1,0,0,9,82.5
KFC,Drumstick,Food,190,,14,2.5,0,40,510,6,1,0,9,183.5
KFC,Whole Wing,Food,180,,15,2.5,0,35,450,5,1,0,8,174.5
KFC,EXTRA CRISPY  Chicken Breast,Food,530,,35,6,0,105,1150,18,0,0,35,501
KFC,EXTRA CRISPY  Chicken Drumstick,Food,170,,12,2,0,50,390,5,0,0,10,162
KFC,EXTRA CRISPY  Chicken Thigh,Food,330,,23,4.5,0,100,700,9,0,0,22,312.5
KFC,EXTRA CRISPY  Chicken Whole Wing,Food,170,,13,2,0,45,340,5,0,0,10,162
KFC,KENTUCKY GRILLED CHICKEN Breast,Food,210,,7,2,0,130,710,0,0,0,38,174
KFC,KENTUCKY GRILLED CHICKEN Drumstick,Food,80,,4,1,0,55,220,0,0,0,11,70
KFC,KENTUCKY GRILLED CHICKEN Thigh,Food,150,,9,3,0,90,420,0,0,0,17,136
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,Food,70,,3,1,0,45,180,0,0,0,9,62
KFC,SPICY CRISPY CHICKEN Breast,Food,350,,20,3.5,0,100,1100,11,1,0,30,323.5
KFC,SPICY CRISPY CHICKEN Drumstick,Food,130,,8,1.5,0,40,420,5,1,0,9,122.5
KFC,SPICY CRISPY CHICKEN Thigh,Food,270,,20,3.5,0,65,720,10,1,0,13,260.5
KFC,SPICY CRISPY CHICKEN Whole Wing,Food,120,,8,1.5,0,35,350,5,0,0,7,114.5
KFC,EXTRA CRISPY  Tender (each),Food,260,,14,2,0,50,610,15,<1,0,19,243
KFC,EXTRA CRISPY  Tender (each),Food,220,,16,2.5,0,25,460,9,<1,0,10,212.5
KFC,KENTUCKY FRIED WINGS Buffalo,Food,100,,7,1.5,0,20,310,3,0,0,5,96.5
KFC,KENTUCKY FRIED WINGS Nashville Hot,Food,130,,11,2,0,20,230,4,0,0,5,127
KFC,KENTUCKY FRIED WINGS Unsauced,Food,80,,6,1,0,20,150,3,0,0,5,76
KFC,POPCORN NUGGETS Kids,Food,290,,19,2.5,0,30,870,19,1,0,13,279.5
KFC,POPCORN NUGGETS Large,Food,620,,39,5,0,65,1820,39,2,0,27,598
KFC,Mashed Potatoes,Food,110,,3.5,0.5,0,0,330,17,1,0,2,108.5
KFC,Mashed Potatoes With Gravy,Food,130,,4.5,1,0,0,520,20,1,0,3,128
KFC,Secret Recipe Fries,Food,320,,15,2,0,0,1100,41,3,0,5,317
KFC,Mashed Potatoes (Family),Food,460,,15,3,0,0,1410,72,6,0,9,454
KFC,Secret Recipe Fries (Family),Food,840,,40,5,0,0,2890,108,9,0,13,832
KFC,Parmesan Garlic Croutons,Food,60,,3,0,0,0,135,8,<1,0,2,58
KFC,Colonel’s Buttery Spread,Sauce,35,,4,1.5,0,0,35,0,0,0,0,36.5
KFC,Lemon Juice Packet,Sauce,5,,0,0,0,0,20,1,0,0,0,5
KFC,Diet Mist Twst (30 fl oz),Drink,5,,0,0,0,0,95,0,0,0,0,5
KFC,Diet Mountain Dew (16 fl oz),Drink,5,,0,0,0,0,75,1,0,0,0,5
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (20 fl oz),Drink,5,,0,0,0,0,180,0,0,0,0,5
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (30 fl oz),Drink,10,,0,0,0,0,270,0,0,0,0,10
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),Drink,5,,0,0,0,0,120,1,0,0,0,5
KFC,Tropicana Light Lemonade (12 fl oz),Drink,5,,0,0,0,0,140,0,0,0,0,5
KFC,Tropicana Light Lemonade (16 fl oz),Drink,10,,0,0,0,0,190,0,0,0,0,10
KFC,Tropicana Light Lemonade (20 fl oz),Drink,10,,0,0,0,0,240,0,0,0,0,10
KFC,Tropicana Light Lemonade (30 fl oz),Drink,15,,0,0,0,0,350,1,0,0,0,15
KFC,Country Fried Steak without Peppered White Gravy,Food,360,,24,7,1,35,750,22,2,0,13,354
KFC,Country Fried Steak with Peppered White Gravy,Food,390,,26,7,1,35,910,26,2,0,13,384
KFC,KFC Gizzards,Food,300,,16,2,0,210,770,18,<1,0,20,282
KFC,KFC Livers,Food,230,,13,2.5,0,285,750,12,0,0,17,215.5
